CountyState,Average,RegionID
"Livingston, MI",384300,43724
"Lake, FL",240500,47954
"Calvert, MD",340100,12477
"Plymouth, MA",340000,14474
"Lehigh, PA",270000,395544
"Nassau, NY",612000,41669
"Allen, IN",178000,33068
"Washington, WI",259700,395601
"Tolland, CT",390600,34304
"Lincoln, NC",386400,24367
"New London, CT",286900,12820
"Kalamazoo, MI",279600,397390
"Walworth, WI",282700,399076
"Schenectady, NY",278400,24887
"Boulder, CO",553100,12251
"Rockland, NY",498800,396682
"Jefferson, AL",369900,16172
"Ingham, MI",181900,395512
"Lincoln, MO",160200,41291
"Manatee, FL",281300,33337
"Columbia, WI",213000,26595
"Los Angeles, CA",598100,13716
"Broome, NY",120600,12133
"Beaufort, SC",277500,46871
"Norfolk, MA",635900,395584
"Gem, ID",163600,17979
"Lake, FL",283500,5474
"Montgomery, PA",391500,35245
"Middlesex, NJ",387700,27188
"Hanover, VA",238600,28204
"Rankin, MS",148800,24727
"Wharton, TX",116000,7901
"Middlesex, NJ",448100,15190
"Lane, OR",289900,44770
"Glynn, GA",339700,29611
"Jefferson, CO",529000,12834
"Bristol, MA",413500,26168
"Washington, PA",557100,397051
"Cook, IL",238100,50540
"Utah, UT",366600,10115
"Northampton, PA",382000,398221
"Los Angeles, CA",560800,118895
"Steuben, IN",242400,3412
"Malheur, OR",125100,23223
"Cook, IL",366800,25109
"Newport, RI",258700,399115
"Strafford, NH",479300,398578
"Clinton, MI",245800,20307
"Warren, NJ",117300,53876
"Harris, TX",1241200,48439
"Manassas Park City, VA",270000,53126
"Suffolk, NY",209000,32735
"Oakland, MI",341900,25118
"Montgomery, PA",379600,397337
"Cook, IL",293000,46975
"Norfolk, MA",422900,398586
"Hillsborough, NH",235700,398932
"Montgomery, PA",355000,56565
"Brevard, FL",392800,20367
"Kent, MI",266500,168163
"Lucas, OH",219200,53743
"Salt Lake, UT",523200,239659
"Denton, TX",357000,55742
"Montgomery, PA",382900,7384
"Butler, OH",229500,29540
"Plymouth, MA",740100,397319
"Chesterfield, VA",329500,35084
"Washoe, NV",340800,47906
"New Castle, DE",318100,37901
"Westmoreland, PA",227800,31861
"Genesee, MI",126400,397821
"Cook, IL",187500,28425
"Nassau, NY",1123700,40406
"Camden, NJ",332900,397684
"Cook, IL",625100,12238
"Los Angeles, CA",1389700,37688
"Will, IL",374000,20481
"Tipton, TN",158100,17609
"Warren, NY",196200,21934
"Monterey, CA",1148800,33300
"Saline, AR",306600,39048
"Boone, KY",254300,18124
"Collin, TX",363300,33015
"Newport, RI",487500,395591
"Steuben, NY",153700,395714
"Jefferson, AL",890800,26027
"York, PA",276700,395491
"Henrico, VA",201100,243200
"Franklin, VA",211400,13565
"Nassau, NY",815500,13026
"Bergen, NJ",777800,6679
"Worcester, MA",573300,398335
"Dutchess, NY",391000,397124
"Bergen, NJ",1070400,47961
"Canadian, OK",96900,50442
"Westmoreland, PA",165200,395764
"Santa Rosa, FL",382700,5013
"Plymouth, MA",424700,41699
"Macomb, MI",242300,31648
"Hampshire, MA",387500,397357
"Suffolk, NY",444600,396690
"Huntington, IN",144600,39074
"Los Angeles, CA",437500,118694
"Lucas, OH",313600,45782
"Berks, PA",290100,399300
"Onondaga, NY",236600,398813
"Sarpy, NE",253000,32357
"Somerset, NJ",673600,37547
"Montgomery, PA",381800,17886
"Hillsborough, FL",242900,52206
"Orange, NY",351700,397397
"Middlesex, NJ",546300,398412
"Forsyth, NC",270500,15128
"Campbell, KY",164200,12976
"Lake, IL",522400,46125
"Bucks, PA",586700,395495
"Utah, UT",344200,31298
"Ontario, NY",411400,398127
"Franklin, MO",114100,54786
"Bristol, MA",362600,38474
"Weakley, TN",156400,12589
"Yakima, WA",354700,7007
"Champaign, IL",89100,54064
"Harrison, MS",118800,39494
"Saint Landry, LA",172400,51942
"Allegheny, PA",182900,397432
"Allegheny, PA",305200,395519
"Nassau, NY",754000,24725
"Sarasota, FL",467200,53586
"Dubois, IN",230700,32209
"Gloucester, NJ",268800,41716
"Trumbull, OH",149400,21971
"Pasco, FL",161400,55296
"Adams, CO",356500,120381
"Windham, CT",265200,395767
"Roane, TN",248100,5438
"Berks, PA",262500,272463
"Oldham, KY",468400,24267
"Lake, IL",365700,31841
"McHenry, IL",377700,50414
"Calvert, MD",609600,35562
"Saint Charles, MO",458100,38138
"Wake, NC",246700,22854
"Hutchinson, TX",62500,51088
"Hampden, MA",430200,397747
"Weber, UT",289500,34058
"Ventura, CA",1003200,53655
"Garfield, CO",450600,24889
"Orange, FL",336300,396842
"Schuylkill, PA",100600,33518
"Walker, GA",173200,17427
"Waukesha, WI",399900,398522
"Hartford, CT",428900,18081
"Preble, OH",196400,15156
"Kendall, IL",385100,55288
"Martin, NC",159400,49869
"Orange, CA",996800,17597
"Berks, PA",248100,272485
"Jackson, MS",139700,53676
"Mecosta, MI",99900,397261
"Morris, NJ",872100,53105
"Hennepin, MN",271900,22276
"Morris, NJ",486200,396484
"Summit, OH",332400,55314
"Suffolk, NY",506200,32120
"Chester, PA",322000,13277
"Ulster, NY",372900,397537
"Benton, WA",213700,40453
"Henrico, VA",255600,244955
"Colleton, SC",92100,34641
"Orange, CA",706000,15237
"Mesa, CO",224100,44647
"Coshocton, OH",135800,31061
"Cook, IL",288600,11475
"Kaufman, TX",191300,36664
"Campbell, KY",256400,37083
"Indiana, PA",110800,18686
"Audrain, MO",149900,25874
"Lehigh, PA",262500,397917
"Brown, WI",244900,50689
"Fairfax, VA",1026400,6274
"Bergen, NJ",512600,18065
"Lewis, WA",225900,10790
"Ashtabula, OH",101800,30276
"Barnstable, MA",435800,31213
"Santa Clara, CA",794200,113441
"Lake, OH",200500,34857
"Contra Costa, CA",671600,36958
"Los Angeles, CA",482300,21778
"Washington, OR",817700,30801
"Santa Cruz, AZ",204700,6771
"Greenville, SC",247500,7462
"Palm Beach, FL",183100,13168
"Nassau, FL",278100,3930
"Panola, TX",131000,28113
"Graham, AZ",203100,20291
"Saint Joseph, MI",116600,50031
"Broward, FL",165400,126611
"Yakima, WA",203000,14470
"Mercer, NJ",546000,395689
"Bristol, RI",580700,37287
"Middlesex, MA",916800,30385
"Henry, IL",55400,35387
"New Haven, CT",530100,19768
"Plymouth, MA",462500,17859
"Will, IL",288600,24269
"Cuyahoga, OH",439400,37554
"Sevier, TN",159300,7018
"Broward, FL",862300,40258
"Lackawanna, PA",119800,45005
"Effingham, IL",204800,49064
"Lorain, OH",238400,7677
"Morris, NJ",677300,189064
"Bristol, MA",449500,40816
"Kent, MI",317800,395464
"Calhoun, TX",114700,36963
"Ulster, NY",281400,398176
"Rockingham, NH",553900,29357
"Onondaga, NY",228900,44598
"Weld, CO",242100,52071
"Washington, PA",145100,48343
"Fairfield, CT",541300,26095
"Cook, IL",132000,6783
"Lake, IN",164400,19113
"Utah, UT",323200,13227
"Columbia, OR",339700,50247
"Merrimack, NH",329200,398120
"Jefferson, CO",660300,45470
"Orange, NY",408600,398714
"Macomb, MI",181800,19486
"Suffolk, NY",364000,8914
"Nassau, FL",276400,21418
"Charles, MD",468500,39304
"Grant, WI",147000,26541
"Ada, ID",332800,11572
"Allegan, MI",190000,16721
"Los Angeles, CA",543200,272578
"Tate, MS",249300,20418
"Licking, OH",169200,33348
"Harris, TX",162000,30158
"Harnett, NC",263200,52961
"Fairfax, VA",927600,10863
"Clackamas, OR",499000,395886
"Shelby, AL",300700,42732
"Franklin, MO",234800,14481
"Allegheny, PA",358200,39856
"Citrus, FL",181100,43695
"Berkshire, MA",190200,56340
"Harrison, IN",201300,31059
"Miami-Dade, FL",185200,125563
"Cook, IL",433400,26165
"Buncombe, NC",380900,41598
"Washington, MN",374400,28620
"Oakland, MI",292800,37392
"Montgomery, MD",676400,21627
"Northampton, PA",330500,398577
"Kent, MI",233200,4287
"Franklin, PA",190900,399194
"Montgomery, PA",628600,399292
"Litchfield, CT",324000,43230
"Saint Charles, MO",370700,25474
"Allegheny, PA",246300,55186
"Citrus, FL",142000,4273
"Peach, GA",186000,23898
"Worcester, MA",427100,14340
"Cuyahoga, OH",260700,27508
"Kendall, IL",296800,19441
"Dutchess, NY",350500,28337
"Pinal, AZ",173800,24198
"Oakland, MI",404700,23353
"Essex, MA",825600,5802
"Stanislaus, CA",373200,54158
"San Luis Obispo, CA",655800,25652
"Snohomish, WA",473100,19429
"Henderson, NC",348700,31573
"Cook, IL",242500,44572
"Chatham, NC",140500,13841
"Worcester, MA",325500,395554
"Pinellas, FL",170900,126588
"Dekalb, GA",772100,44978
"Davis, UT",416000,43785
"Kern, CA",221700,39704
"Clackamas, OR",446800,12751
"Washtenaw, MI",274200,34189
"Denton, TX",174900,56574
"Bay, MI",178600,397465
"Cook, IL",210900,14849
"Chattooga, GA",78500,22659
"Pierce, WA",450700,51176
"Grafton, NH",286500,32462
"Cook, IL",372900,27892
"Clackamas, OR",620700,48521
"Allegheny, PA",294100,215067
"Middlesex, MA",961100,21181
"Fond du Lac, WI",182100,55059
"Rockingham, NH",408400,398938
"McHenry, IL",130600,49397
"New Haven, CT",363400,54370
"Dutchess, NY",427100,396802
"Sacramento, CA",352500,26767
"Merced, CA",234300,9355
"Clay, MS",81600,7861
"Bryan, OK",123700,31289
"Franklin, PA",192000,398669
"San Luis Obispo, CA",601300,11745
"Rockingham, NH",449200,398429
"Stark, OH",227300,46320
"Hocking, OH",117300,39485
"Clermont, OH",251200,50719
"Waukesha, WI",256600,398734
"Sullivan, NH",104100,4103
"Cass, MI",104900,44969
"Orange, FL",207900,19063
"Washington, IN",151700,36538
"Lafourche, LA",131300,13424
"Mesa, CO",334400,21839
"Worcester, MA",412900,18596
"Dauphin, PA",246900,209389
"Nassau, NY",1880100,25725
"Orange, VA",228700,395416
"Loudon, TN",228900,15868
"Franklin, OH",485300,3663
"White, IN",189700,28856
"Los Angeles, CA",722600,10734
"Lorain, OH",268600,21984
"Genesee, MI",112500,398510
"Douglas, GA",118400,52990
"Wise, TX",281600,38162
"Harris, TX",209600,39071
"Trumbull, OH",130800,45441
"Hamilton, TN",226000,228223
"Los Angeles, CA",3534600,12520
"Hampden, MA",357800,17881
"Berks, PA",330200,395453
"Chester, PA",531600,31494
"Santa Clara, CA",3525500,27244
"Chester, PA",190100,51464
"Worcester, MA",374100,32864
"Miami-Dade, FL",232100,125764
"San Mateo, CA",1356000,28774
"El Paso, CO",713000,10423
"Warrick, IN",177500,3753
"Mobile, AL",180000,11667
"Inyo, CA",355000,23717
"Stanislaus, CA",408600,8572
"Montgomery, PA",587500,398777
"Westchester, NY",1374700,18955
"Elk, PA",194900,43317
"Aransas, TX",198900,40610
"Toombs, GA",151600,27686
"Miami-Dade, FL",501600,39768
"Cuyahoga, OH",156500,50933
"Tompkins, NY",263500,398854
"Luzerne, PA",108400,12211
"Camden, NJ",287400,21762
"Westmoreland, PA",140300,33075
"Saint Clair, IL",74800,23903
"Montgomery, PA",548500,395683
"Bexar, TX",140100,32539
"Dutchess, NY",288700,396784
"Baldwin, AL",189000,3562
"Wayne, MI",76200,38899
"Beaver, PA",207700,397342
"Clackamas, OR",460200,3955
"Middlesex, NJ",421200,53300
"Florence, SC",146400,32376
"Milwaukee, WI",91200,4908
"Forsyth, NC",338000,17469
"Coos, OR",280700,36859
"Bergen, NJ",466700,42713
"Union, NC",226800,53381
"Hampshire, MA",388000,13038
"Washtenaw, MI",457500,51713
"Montgomery, PA",537100,25960
"King, WA",505400,396862
"Bucks, PA",386300,396714
"Middlesex, CT",322600,55461
"Broome, NY",129700,31439
"Bergen, NJ",655200,19724
"Clackamas, OR",444300,43010
"Cook, IL",376800,35766
"Hudson, NJ",831000,48385
"Du Page, IL",331200,36409
"Oakland, MI",495100,47415
"Emmet, MI",198900,36022
"Putnam, NY",466400,34073
"Richland, SC",274700,49334
"Suffolk, NY",414400,47513
"Wayne, MI",161100,57320
"Chester, PA",694200,17420
"Calhoun, MI",128200,25763
"Shelby, AL",288900,35381
"Lake, OH",207700,7932
"Dallas, TX",123900,29393
"Elko, NV",346000,34096
"Bartow, GA",122400,3312
"Plymouth, MA",653600,25026
"Henrico, VA",244700,33859
"Norfolk, MA",597300,19300
"Morris, NJ",794500,17117
"Henderson, TN",147200,49697
"Adams, CO",329200,7811
"Cuyahoga, OH",375300,50898
"Suffolk, NY",176700,46438
"Cass, MO",143700,31960
"Montezuma, CO",167800,48660
"Starr, TX",81100,13526
"New Haven, CT",495100,28949
"Polk, GA",168000,8981
"Kenosha, WI",304000,40958
"Milwaukee, WI",250800,54411
"Union, MS",158800,35914
"Jasper, TX",79100,32212
"Essex, MA",625300,9304
"Will, IL",254600,17622
"Cuyahoga, OH",134000,48336
"Hamilton, OH",196500,21285
"Nassau, NY",468500,49566
"Bucks, PA",580000,395534
"Norfolk, MA",912900,29637
"Kent, MI",403100,395992
"Spalding, GA",165400,11738
"Carteret, NC",319700,6041
"Middlesex, MA",596400,45785
"Rensselaer, NY",322400,396788
"Miami-Dade, FL",489900,46893
"Volusia, FL",158700,11949
"Polk, MO",130800,51075
"King, WA",649300,26173
"Galveston, TX",153200,28717
"Niagara, NY",173000,398276
"Dauphin, PA",258800,399305
"Cuyahoga, OH",242500,8823
"Broward, FL",864200,20590
"Robertson, TN",199900,27227
"Hancock, IN",314100,42724
"Saint Louis, MO",105800,3612
"Genesee, MI",74600,397729
"Contra Costa, CA",1838800,42569
"Maury, TN",242800,7208
"Cecil, MD",323400,19663
"Yavapai, AZ",371600,10816
"Volusia, FL",209800,47757
"Cook, IL",600400,19026
"Henry, IN",103000,6147
"Bay, FL",333100,6391
"Providence, RI",428100,12389
"Wayne, MI",147000,40584
"Berrien, MI",167400,397045
"Providence, RI",295400,40069
"Hillsborough, FL",285800,28785
"Carroll, GA",205900,17317
"Summit, OH",233800,23178
"Marion, FL",155900,3614
"Richland, SC",347400,14832
"Hamilton, OH",332300,44208
"Granville, NC",167600,4243
"Florence, SC",104000,14144
"Pittsburg, OK",119800,46468
"Walworth, WI",253200,397324
"Miami-Dade, FL",435200,126626
"Nassau, NY",596800,33827
"Clark, WA",476300,251327
"Fluvanna, VA",200000,19827
"Cook, IL",419400,6390
"Montgomery, PA",700600,9324
"Brown, WI",191000,3620
"Montgomery, PA",621500,398843
"Bucks, PA",475200,398054
"Spartanburg, SC",195800,35142
"Hamilton, TN",241500,8763
"Licking, OH",228200,31993
"Monmouth, NJ",480700,40514
"Wharton, TX",120800,31377
"New Castle, DE",622900,11931
"Cook, IL",313400,35727
"Posey, IN",188500,57147
"Middlesex, NJ",427300,20377
"Providence, RI",382100,54440
"King, WA",458100,396868
"Suffolk, NY",409300,37238
"Somerset, NJ",431300,36497
"Ramsey, MN",305800,49455
"San Joaquin, CA",451900,15294
"Lake, IL",177200,33145
"Natchitoches, LA",208700,53486
"Fairfax, VA",928100,243607
"Placer, CA",506200,5693
"Palm Beach, FL",225300,125031
"Bergen, NJ",520700,6877
"Cape May, NJ",382800,397985
"Bucks, PA",424000,395579
"Miami-Dade, FL",1488600,5415
"Hamilton, TN",188600,36583
"Saint Louis, MO",138000,22889
"Warren, NY",323200,54034
"Hillsborough, FL",270800,16100
"Saint Charles, LA",197900,46342
"Passaic, NJ",515300,16217
"Saint Clair, MI",290800,9504
"Campbell, KY",301100,52081
"Rockland, NY",353500,52445
"Summit, OH",226700,6254
"Bernalillo, NM",323600,191684
"Macomb, MI",357900,6139
"Santa Cruz, CA",1067000,54345
"Clackamas, OR",466500,13065
"Washtenaw, MI",372200,57088
"San Diego, CA",788300,43867
"Merced, CA",297900,19059
"Nolan, TX",75800,7346
"Macon, TN",103900,12252
"Douglas, CO",813400,46297
"Lyon, NV",310200,11052
"Passaic, NJ",499200,47392
"Rensselaer, NY",176800,17206
"Windham, CT",256300,26533
"Tulsa, OK",124200,45461
"Unicoi, TN",86700,4604
"Milwaukee, WI",113300,23853
"Okaloosa, FL",482800,11102
"Kane, IL",199900,27164
"Hartford, CT",484000,34004
"Kent, MI",357400,10345
"Hamilton, OH",200000,3808
"Cuyahoga, OH",481100,37327
"Calhoun, MI",123000,3344
"Fannin, TX",86700,37495
"Yakima, WA",202700,41258
"Oakland, MI",270800,10845
"Salem, NJ",221800,396479
"Cook, IL",291900,9085
"Bergen, NJ",558200,38911
"Clackamas, OR",411300,6004
"Shelby, TN",363500,50762
"Oswego, NY",116900,11558
"Franklin, OH",422500,17049
"Monroe, TN",201500,15558
"Monterey, CA",1718300,41854
"Stark, OH",241200,17277
"Okaloosa, FL",240200,52082
"Lake, IN",65800,25476
"Wake, NC",292400,50551
"Washington, PA",323800,398879
"Fulton, GA",204900,37964
"Wilbarger, TX",84000,48238
"Lake, IN",154100,10751
"Noble, IN",172300,21785
"Hillsborough, NH",239200,21961
"Yakima, WA",239000,24923
"York, PA",247000,395732
"Morris, NJ",419700,398431
"Saint Charles, LA",203600,38191
"Essex, MA",836600,25688
"Lehigh, PA",264100,210855
"Orange, NY",425900,199065
"Monmouth, NJ",462200,17907
"Yavapai, AZ",306600,44421
"Miami-Dade, FL",189300,123783
"Umatilla, OR",157500,32879
"Dane, WI",289000,395676
"Alachua, FL",265200,23422
"Gila, AZ",195700,18309
"Ashtabula, OH",118100,37998
"Moffat, CO",157700,38056
"Westmoreland, PA",197500,39530
"Worcester, MA",327800,397297
"Cuyahoga, OH",303300,13779
"Caddo, LA",113600,15488
"Franklin, MO",92300,20702
"Montgomery, MD",524400,21606
"Middlesex, NJ",389700,54461
"Nassau, NY",1100100,5343
"Acadia, LA",187400,20112
"Eaton, MI",271900,399046
"Toombs, GA",128900,5741
"Kern, CA",178000,49205
"Saint Clair, MI",235300,52064
"Bergen, NJ",674000,9859
"Bergen, NJ",858400,38710
"Bristol, MA",529200,13470
"Saint Joseph, IN",222400,35816
"Suffolk, NY",340300,11957
"Collier, FL",764100,5806
"Montgomery, PA",501700,398912
"Broward, FL",431800,34864
"Tulare, CA",236500,50453
"Worcester, MA",210400,397669
"Ozaukee, WI",288300,395538
"Ramsey, MN",360300,7653
"Riverside, CA",487600,117263
"Dona Ana, NM",103300,24040
"Jackson, OR",363000,51777
"Young, TX",102500,52276
"Clark, WA",407500,396080
"Washington, FL",94600,21600
"Steuben, NY",140800,398764
"Chatham, GA",268600,13359
"Suffolk, NY",338600,32172
"Camden, GA",226100,52779
"Plymouth, MA",508600,398052
"Camden, NJ",235900,37363
"Saratoga, NY",339200,397744
"New Castle, DE",379800,19355
"Walker, GA",94800,52838
"Middlesex, MA",449800,399219
"Strafford, NH",187000,27152
"Cook, IL",1789500,34876
"Cumberland, PA",384600,398625
"Delta, CO",164500,24357
"Kern, CA",190900,44406
"Suffolk, NY",248700,15797
"Maricopa, AZ",1609500,29973
"Saratoga, NY",379100,53121
"Miami-Dade, FL",648400,32835
"Prince Georges, MD",300700,57127
"Clark, WA",392300,252252
"Riverside, CA",512500,3963
"Riverside, CA",396600,10665
"Boone, IN",113400,32461
"Lexington, SC",180600,21217
"Cumberland, PA",310500,9865
"Wayne, MI",345000,52347
"Outagamie, WI",215500,397939
"San Bernardino, CA",451200,45510
"Polk, FL",348300,125033
"Chester, PA",556000,46384
"Montgomery, PA",513700,7541
"Cook, IL",484200,32352
"Allegheny, PA",128500,49488
"San Joaquin, CA",219600,115235
"Rensselaer, NY",311800,397622
"Hartford, CT",270300,55232
"Saginaw, MI",259700,31653
"Cook, IL",795200,34773
"Smyth, VA",97100,42690
"Ramsey, MN",298500,9080
"Hunterdon, NJ",659000,49499
"Middlesex, MA",2041100,43334
"Camden, NJ",167500,52245
"Linn, OR",251700,32463
"Fresno, CA",241700,22081
"Shelby, TN",416500,46130
"Tolland, CT",319400,51566
"Cook, IL",268800,27318
"Boulder, CO",726900,16005
"York, PA",242900,216886
"Bergen, NJ",640900,43381
"Shelby, AL",210300,19437
"Montgomery, PA",449100,19581
"Fulton, GA",186700,48085
"Westchester, NY",727100,27373
"Mendocino, CA",249500,27960
"Humboldt, CA",379800,18173
"Madison, NY",155500,53724
"Prince Georges, MD",437800,5410
"Washington, WI",293000,26750
"Suffolk, NY",371100,5493
"Dane, WI",292600,9792
"Nassau, NY",1000000,34902
"Chatham, GA",342700,23315
"Grafton, NH",462500,397648
"Will, IL",346800,4045
"Saratoga, NY",285000,398602
"Winnebago, IL",138300,42738
"Hudson, NJ",440100,18420
"Carroll, MD",402700,38864
"Pearl River, MS",189700,50497
"Contra Costa, CA",1639900,32942
"Adams, CO",353100,119221
"Miami-Dade, FL",240000,126623
"Marion, OR",404100,20502
"Luzerne, PA",82100,6521
"Marion, IN",109400,27203
"Harnett, NC",247400,35002
"Montgomery, PA",400300,397602
"Alameda, CA",2598100,6495
"Prince Georges, MD",411700,6145
"Warren, NJ",320900,398511
"Cook, IL",248600,26755
"New Haven, CT",308700,14971
"Carroll, GA",193000,29455
"Oconee, SC",127200,14586
"Polk, OR",310800,8625
"Allegheny, PA",357800,397240
"Saint Louis, MO",324400,29879
"Broome, NY",179900,399139
"Luzerne, PA",67800,397803
"Yazoo, MS",106500,55279
"Mobile, AL",166200,12066
"Montgomery, MD",874500,44278
"San Diego, CA",1115300,20544
"Saint Clair, IL",188500,31516
"Norfolk, MA",615300,8015
"Union, NC",291400,43646
"Stark, OH",237200,46783
"Teller, CO",422900,8000
"Lincoln, KY",155500,42964
"Suffolk, NY",262300,13567
"El Paso, CO",456000,33400
"Washington, OR",613200,207297
"Sullivan, TN",208100,17081
"Cuyahoga, OH",187000,21623
"Centre, PA",285900,397766
"Allegheny, PA",272100,56018
"Lane, OR",391900,45977
"Hillsborough, NH",337300,16761
"Stevens, WA",157700,21744
"Baldwin, AL",224300,6798
"Plymouth, MA",816600,398947
"Williamson, TX",271500,15461
"Passaic, NJ",403600,53952
"Orange, NY",357700,398209
"Grant, WA",244600,47267
"Wayne, OH",216600,6349
"Westchester, NY",683800,43427
"Barrow, GA",235500,35130
"Franklin, PA",179800,398802
"Sedgwick, KS",185100,11844
"Pierce, WA",420800,54616
"DeKalb, IL",369600,36257
"Centre, PA",383200,398818
"Los Angeles, CA",1187100,47695
"Jefferson, TX",200600,6576
"Miami-Dade, FL",454600,124049
"Ocean, NJ",306800,46266
"Clark, IN",134500,17397
"Cook, IL",810100,20191
"Saint Louis, MO",245800,44306
"Allegheny, PA",281000,395620
"Westchester, NY",968600,18478
"Dakota, MN",321900,52439
"Prince Georges, MD",456600,162264
